"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","doJOZc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","W4Efsd 7","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Animal+House+Clinic/data=!4m7!3m6!1s0x3397b66f84c5f9cd:0xdf025c224c72086f!8m2!3d14.6382616!4d121.0014184!16s%2Fg%2F1tm_zrnj!19sChIJzfnFhG-2lzMRbwhyTCJcAt8?authuser=0&hl=en&rclk=1","Animal House Clinic","3.8","(164)","Veterinarian","·","360, 1100 Del Monte Ave","Closed","· Opens 8 AM","·","(02) 8742 3810","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""good selection of pet items,","","","","","","medicine","and food

well lighted areas."""
"https://www.google.com/maps/place/Pet+House+Veterinary+Clinic+-+Don+Antonio/data=!4m7!3m6!1s0x3397bb999e1af7e7:0x97addc3a7c6be855!8m2!3d14.685877!4d121.0770499!16s%2Fg%2F11j086my3m!19sChIJ5_canpm7lzMRVehrfDrcrZc?authuser=0&hl=en&rclk=1","Pet House Veterinary Clinic - Don Antonio","4.1","(63)","Veterinarian","·","·","13-J Holy Spirit Dr","Closed","·","(02) 7744 2432","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","","http://www.pethouse.com.ph/","","Directions","· Opens 9 AM","medication","they prescribe is available in-house."""
"https://www.google.com/maps/place/Dogs+N+Us+Pet+Supplies+%26+Vet+Clinic/data=!4m7!3m6!1s0x3397b671419e250d:0x25b32df19bbc57eb!8m2!3d14.6228607!4d121.0001713!16s%2Fg%2F11b8_dyvrq!19sChIJDSWeQXG2lzMR61e8m_EtsyU?authuser=0&hl=en&rclk=1","Dogs N Us Pet Supplies & Vet Clinic","4.6","(19)","Veterinary care","·","·","Closed","· Opens 9 AM","50-12, 50 C Kanlaon St","0935 334 9433","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very friendly people,reliable staff.""","","","","","·","",""
"https://www.google.com/maps/place/Doc+Gab+Neuter+and+Wellness+Center/data=!4m7!3m6!1s0x3397b193ec835755:0x760683436c03f541!8m2!3d14.6865942!4d121.0721727!16s%2Fg%2F11s4szlwy9!19sChIJVVeD7JOxlzMRQfUDbEODBnY?authuser=0&hl=en&rclk=1","Doc Gab Neuter and Wellness Center","3.7","(13)","Pet store","·","30 Sampaguita Ave","Closed","· Opens 10 AM Wed","","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""had a low cost kapon here, thank you doc!""","","","","","","",""
"https://www.google.com/maps/place/Pet+Bureaux/data=!4m7!3m6!1s0x3397b670418b6d27:0xdc89f15abd7486d9!8m2!3d14.6380405!4d120.9973511!16s%2Fg%2F11bw21llqh!19sChIJJ22LQXC2lzMR2YZ0vVrxidw?authuser=0&hl=en&rclk=1","Pet Bureaux","4.3","(129)","Veterinarian","·","185 A Del Monte Ave","Closed","· Opens 9 AM","·","(02) 8365 9917","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","","","","","","vet","assistants are also knowledgeable, friendly and accomodating."""
"https://www.google.com/maps/place/Woodhouse+Animal+Clinic/data=!4m7!3m6!1s0x3397b583c96259eb:0x366c9e17a2671397!8m2!3d14.6730029!4d120.9841999!16s%2Fg%2F11trf7tlkf!19sChIJ61liyYO1lzMRlxNnoheebDY?authuser=0&hl=en&rclk=1","Woodhouse Animal Clinic","5.0","(2)","Veterinarian","·","259 Liwayway","·","Closed","","0966 304 5848","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The doctor here is nice and cares for my cats wellbeing.""","","https://www.facebook.com/profile.php?id=100088510392718","","Directions","· Opens 10 AM","",""
"https://www.google.com/maps/place/Animal+Supplement+and+Pharmaceutical+Philippines+Inc/data=!4m7!3m6!1s0x3397b7a69f26866d:0xb8a2e1a00e387cf1!8m2!3d14.6372785!4d121.0491433!16s%2Fg%2F1tscljb4!19sChIJbYYmn6a3lzMR8Xw4DqDhorg?authuser=0&hl=en&rclk=1","Animal Supplement and Pharmaceutical Philippines Inc","","","Pharmaceutical company","·","22 V. Luna Ave","·","Closed","","(02) 8990 1247","","Website","","","","http://www.vetproducts.co.th/","","Directions","· Opens 8:30 AM","",""
"https://www.google.com/maps/place/My+Pet+Doctor+PH/data=!4m7!3m6!1s0x3397b79325fd77e3:0x511a53d571ac82c4!8m2!3d14.60468!4d121.022342!16s%2Fg%2F11nx1m27mh!19sChIJ43f9JZO3lzMRxIKscdVTGlE?authuser=0&hl=en&rclk=1","My Pet Doctor PH","4.9","(79)","Veterinarian","·","59, 1500 N. Domingo","·","Closed","","(02) 7943 7368","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The homeopathic","","https://www.facebook.com/mypetdoctorph/","","Directions","· Opens 9 AM","medicines","she prescribed were also effective!"""
"https://www.google.com/maps/place/NovaVets+Animal+Clinic+And+Grooming+Center/data=!4m7!3m6!1s0x3397b053304da833:0xe3807eb1a8ee6078!8m2!3d14.7341772!4d121.0339563!16s%2Fg%2F11c6dzj6v6!19sChIJM6hNMFOwlzMReGDuqLF-gOM?authuser=0&hl=en&rclk=1","NovaVets Animal Clinic And Grooming Center","4.0","(24)","Animal hospital","·","170 Susano Rd","·","Closed","","(02) 7756 5037","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""They truly have the heart for pets and fur babies.""","","https://free.facebook.com/NovaVetsph/?refid=46&__xts__[0]=12.%7B%22unit_id_click_type%22:%22graph_search_results_item_tapped%22,%22click_type%22:%22result%22,%22module_id%22:1,%22result_id%22:1412431208790087,%22session_id%22:%227062c4b0d10dec55e0addb08c98989a4%22,%22module_role%22:%22ENTITY_PLACES%22,%22unit_id%22:%22browse_rl:133d10a3-7dae-58cb-6c71-69186b2fdf8c%22,%22browse_result_type%22:%22browse_type_page%22,%22unit_id_result_id%22:1412431208790087,%22module_result_position%22:0%7D","","Directions","· Opens 8 AM","",""
"https://www.google.com/maps/place/Ace+Veterinary+Clinic+-+Batasan/data=!4m7!3m6!1s0x3397ba16db8b5813:0x7b1ce18a2a0e696b!8m2!3d14.6897078!4d121.0976151!16s%2Fg%2F1pzsmjgm6!19sChIJE1iL2xa6lzMRa2kOKorhHHs?authuser=0&hl=en&rclk=1","Ace Veterinary Clinic - Batasan","3.7","(115)","Veterinarian","·","7 Constitutional Rd","Closed","· Opens 9 AM","·","(02) 8285 1644","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pretty good","","","","","","vet","that doesn't milk money out of you."""
"https://www.google.com/maps/place/Pets+Vet+Express+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b7bca0051da5:0xc69bd4f8173f49a3!8m2!3d14.6466222!4d121.0592472!16s%2Fg%2F11kmm_ngbr!19sChIJpR0FoLy3lzMRo0k_F_jUm8Y?authuser=0&hl=en&rclk=1","Pets Vet Express Veterinary Clinic","3.9","(36)","Veterinarian","·","44c Magiting","","","","0917 802 3447","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doc Napoleon was very nice and helpful in assessing how to help our cat.""","","","","","","",""
"https://www.google.com/maps/place/Vetsharp+Animal+Clinic+P.+Tuazon/data=!4m7!3m6!1s0x3397b7d6c30cef3d:0xe93f383c051e1e5c!8m2!3d14.6205277!4d121.0603517!16s%2Fg%2F11rcyfnfp6!19sChIJPe8Mw9a3lzMRXB4eBTw4P-k?authuser=0&hl=en&rclk=1","Vetsharp Animal Clinic P. Tuazon","4.7","(29)","Veterinarian","·","273 Unit B P. Tuazon Blvd","Closed","· Opens 9 AM","·","0995 355 5168","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Service and meds are affordable.""","","","","","","",""
"https://www.google.com/maps/place/Romy+Retail+Veterinary+Medicines/data=!4m7!3m6!1s0x3397b5fd87339481:0xdd67cc9a1bfe962!8m2!3d14.6171465!4d120.9875158!16s%2Fg%2F11xw1d6zw!19sChIJgZQzh_21lzMRYum_ocl81g0?authuser=0&hl=en&rclk=1","Romy Retail Veterinary Medicines","5.0","(1)","Pharmacy","·","1808 Consuelo St","","","","","","Directions","","","","","","","","",""
"https://www.google.com/maps/place/Pet+Aid+Veterinary+Clinic+-+Roces/data=!4m7!3m6!1s0x3397b74128494d35:0x9a8ff9e75558925b!8m2!3d14.6293954!4d121.0298364!16s%2Fg%2F11t0swbp9s!19sChIJNU1JKEG3lzMRW5JYVef5j5o?authuser=0&hl=en&rclk=1","Pet Aid Veterinary Clinic - Roces","4.0","(13)","Veterinarian","·","94 Don A. Roces Ave","Closed","· Opens 9 AM","·","0945 129 1615","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Clean & affordable consultation fee, the","","","","","","vet","is very accomodating"""
"https://www.google.com/maps/place/ANS+Animal+Clinic/data=!4m7!3m6!1s0x3397b1b212f965bf:0x6dc9cd6c07849dc6!8m2!3d14.7391622!4d121.0282445!16s%2Fg%2F11csqthzyx!19sChIJv2X5ErKxlzMRxp2EB2zNyW0?authuser=0&hl=en&rclk=1","ANS Animal Clinic","4.6","(102)","Animal hospital","·","81 Deparo Rd","Closed","· Opens 9 AM","·","0917 117 4105","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Accommodating staff & doctor""","","","","","","",""
"https://www.google.com/maps/place/Pet+House+Veterinary+Clinic+-+Timog/data=!4m7!3m6!1s0x3397b7adea322821:0xf56e7ce374e5eda6!8m2!3d14.6342235!4d121.0303958!16s%2Fg%2F11bzvwjdlw!19sChIJISgy6q23lzMRpu3ldON8bvU?authuser=0&hl=en&rclk=1","Pet House Veterinary Clinic - Timog","4.3","(83)","Veterinarian","·","36-D Sct. Limbaga St","·","Closed","","(02) 7621 8387","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","http://pethouse.com.ph/","","Directions","· Opens 9 AM","Vet","and staff are very well trained."""
"https://www.google.com/maps/place/Champz+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b0ed593ea9cd:0x38c406d77eff2ba3!8m2!3d14.7133867!4d121.0554114!16s%2Fg%2F11y436bz96!19sChIJzak-We2wlzMRoyv_ftcGxDg?authuser=0&hl=en&rclk=1","Champz Veterinary Clinic","4.0","(4)","Veterinarian","·","N Labayani","Closed","· Opens 9 AM","","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Surgical clinic with more than 30 years experience""","","","","","","",""
"https://www.google.com/maps/place/Dr.+Mayem+Yao/data=!4m7!3m6!1s0x3397b70af7738603:0xfbc86931c16da6eb!8m2!3d14.643258!4d121.053779!16s%2Fg%2F1pzsy2hq9!19sChIJA4Zz9wq3lzMR66ZtwTFpyPs?authuser=0&hl=en&rclk=1","Dr. Mayem Yao","","","Veterinary care","·","107A, Room 203 Amaremca Building, Kalayaan Avenue, Diliman","","","","(02) 8259 7642","","Website","","","","http://www.pendragonvet.com/about.html","","Directions","","",""
"https://www.google.com/maps/place/Dr.+Pet+Animal+Clinic/data=!4m7!3m6!1s0x3397b65d9e190459:0x62c8008fe0ca6a5d!8m2!3d14.6398881!4d121.0117474!16s%2Fg%2F11b8_2992m!19sChIJWQQZnl22lzMRXWrK4I8AyGI?authuser=0&hl=en&rclk=1","Dr. Pet Animal Clinic","3.7","(51)","Animal hospital","·","·","203 Del Monte Ave","","","(02) 3411 2339","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The doctor and the staff were very friendly and helpful.""","","https://blogdothellozigdotcom2.wordpress.com/2015/07/27/drpet-animalclinic/","","Directions","","",""
"https://www.google.com/maps/place/Vetfront+Animal+Wellness+Center/data=!4m7!3m6!1s0x3397b7735413f497:0xea1aedfb5eea5321!8m2!3d14.6161914!4d120.9911879!16s%2Fg%2F11f7945_md!19sChIJl_QTVHO3lzMRIVPqXvvtGuo?authuser=0&hl=en&rclk=1","Vetfront Animal Wellness Center","4.2","(59)","Veterinarian","·","·","1764 Laong Laan Rd","Closed","·","0927 835 3189","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The doctors do whole and beyond their capabilities to keep your pet healthy.""","","http://www.facebook.com/VetfrontPH","","Directions","· Opens 9 AM","",""
"https://www.google.com/maps/place/Citivet+Veterinary+Clinic+%26+Pet+Supply+Co/data=!4m7!3m6!1s0x3397b6069baef467:0xa373113dd1c886f7!8m2!3d14.6169436!4d120.9939887!16s%2Fg%2F11zxsjbj5!19sChIJZ_Sumwa2lzMR94bI0T0Rc6M?authuser=0&hl=en&rclk=1","Citivet Veterinary Clinic & Pet Supply Co","4.4","(171)","Veterinarian","·","·","Closed","· Opens 9 AM","1913 Dapitan St","0919 253 2080","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Really caring","","","","","·","vet",", with"
"https://www.google.com/maps/place/VetSolutions+Xavierville/data=!4m7!3m6!1s0x3397b76f7d28f4d3:0x7b85dae186ccc367!8m2!3d14.6347934!4d121.0704798!16s%2Fg%2F11gr16z_5g!19sChIJ0_QofW-3lzMRZ8PMhuHahXs?authuser=0&hl=en&rclk=1","VetSolutions Xavierville","4.5","(14)","Pet store","·","76 Xavierville Ave","·","Closed","","0917 124 8523","","Website","","","","http://www.vetsolutionsph.com/","","Directions","· Opens 10 AM","",""
"https://www.google.com/maps/place/Noahs+Ark+Pet+Wellness+Center+-+Veterinarian/data=!4m7!3m6!1s0x3397b7be74f10de5:0x365cd15a7fe8eeed!8m2!3d14.6616784!4d120.9900505!16s%2Fg%2F11sfy73l64!19sChIJ5Q3xdL63lzMR7e7of1rRXDY?authuser=0&hl=en&rclk=1","Noahs Ark Pet Wellness Center - Veterinarian","4.9","(279)","Veterinarian","·","362 General Tinio","·","Closed","","0966 214 0828","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The","","http://www.noahsarkpetwellness.com/","","Directions","· Opens 8 AM","vet","was knowledgeable and genuinely cared about my pet's well-being."""
"https://www.google.com/maps/place/Little+Hoomans+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b126739945a1:0x946b98d522711a6e!8m2!3d14.7221835!4d121.0671733!16s%2Fg%2F11rg_k7gj6!19sChIJoUWZcyaxlzMRbhpxItWYa5Q?authuser=0&hl=en&rclk=1","Little Hoomans Veterinary Clinic","5.0","(8)","Veterinarian","·","B28 Lot, Lot 12 A Ascension Ave","Closed","· Opens 9 AM","·","0977 346 7721","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good service and affordable.""","","","","","","",""
"https://www.google.com/maps/place/Philippine+College+Of+Canine+Practitioners/data=!4m7!3m6!1s0x3397b0681dd25797:0xf0579a0bf6f65c78!8m2!3d14.7350778!4d121.0566099!16s%2Fg%2F1pzy05qy5!19sChIJl1fSHWiwlzMReFz29guaV_A?authuser=0&hl=en&rclk=1","Philippine College Of Canine Practitioners","","","College","·","1170 Quirino Street, Novaliches","","","","(02) 3417 7469","","Directions","","","","","","","","",""
"https://www.google.com/maps/place/VETCARE+PLUS+Veterinary+Clinic/data=!4m7!3m6!1s0x3397ca0813b66679:0xa2e525b2e3d637b2!8m2!3d14.6104658!4d120.9750795!16s%2Fg%2F11h10s0xkf!19sChIJeWa2EwjKlzMRsjfW47Il5aI?authuser=0&hl=en&rclk=1","VETCARE PLUS Veterinary Clinic","4.8","(60)","Veterinarian","·","·","1440 Narra St","Closed","·","(02) 8711 7229","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Very affordable price unlike those in benavidez and mayhaligue","","http://www.facebook.com/VetCarePlus.VCP/","","Directions","· Opens 9 AM","vet","clinics."""
"https://www.google.com/maps/place/INFINNOMED+ENTERPRISE/data=!4m7!3m6!1s0x3397ba001dc4ec09:0x3eb491fad126343b!8m2!3d14.6789056!4d121.0803458!16s%2Fg%2F11cn3pj27b!19sChIJCezEHQC6lzMROzQm0fqRtD4?authuser=0&hl=en&rclk=1","INFINNOMED ENTERPRISE","5.0","(1)","Importer","·","27C Mario Street Don Victorino cor. Don, Don Antonio Dr","·","Closed","","(02) 7738 6609","","Website","","","","https://www.facebook.com/infinnomed/","","Directions","· Opens 8 AM","",""
"https://www.google.com/maps/place/Santa+Ana+Animal+Health+Clinic/data=!4m7!3m6!1s0x3397c9be5fb98837:0x67aa94a8667e0265!8m2!3d14.5815245!4d121.0132296!16s%2Fg%2F1pxq6zddc!19sChIJN4i5X77JlzMRZQJ-ZqiUqmc?authuser=0&hl=en&rclk=1","Santa Ana Animal Health Clinic","4.4","(210)","Animal hospital","·","·","Closed","· Opens 9 AM","CFA Building, 2259 Calderon","(02) 8241 7224","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""With reasonable pricing and top-tier","","","","","·","veterinary","service, Sta."""
"https://www.google.com/maps/place/Aso,+Pusa+ATBP.+Animal+Shelter+and+Veterinary+Services/data=!4m7!3m6!1s0x3397b62ac9d50435:0x84da3fbdf035fd75!8m2!3d14.6044901!4d121.0328231!16s%2Fg%2F11bw5_8hyh!19sChIJNQTVySq2lzMRdf018L0_2oQ?authuser=0&hl=en&rclk=1","Aso, Pusa ATBP. Animal Shelter and Veterinary Services","4.5","(52)","Veterinary care","·","1 P. Guevarra St","Closed","· Opens 8 AM","·","(02) 8254 5580","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The vets are very professional and efficient, cost of","","","","","","services","is reasonable"""
"https://www.google.com/maps/place/North+Harbour+Veterinary+Clinic/data=!4m7!3m6!1s0x3397cb7122314f7b:0xd359b1922e5365a!8m2!3d14.608549!4d120.9614003!16s%2Fg%2F11vcxvt5hw!19sChIJe08xInHLlzMRWjblIhmbNQ0?authuser=0&hl=en&rclk=1","North Harbour Veterinary Clinic","4.2","(62)","Veterinarian","·","1260 Mabuhay Street, R-10","Open 24 hours","","·","0936 784 4541","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Doctors are knowledgeable and reliable.""","","","","","","",""
"https://www.google.com/maps/place/House+of+Puppies+Veterinary+Clinic+and+Grooming+Salon/data=!4m7!3m6!1s0x3397b09be1a35bc1:0xd5a1438ea92865c4!8m2!3d14.7061031!4d121.0723732!16s%2Fg%2F11clvynzvs!19sChIJwVuj4ZuwlzMRxGUoqY5DodU?authuser=0&hl=en&rclk=1","House of Puppies Veterinary Clinic and Grooming Salon","4.2","(34)","Veterinarian","·","Reylilia Building Commonwealth Ave, corner Mercury","·","Closed","","0933 861 3959","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The Vets are very friendly and hands-on.""","","http://www.facebook.com/houseofpuppies","","Directions","· Opens 9 AM","",""
"https://www.google.com/maps/place/Animal+House/data=!4m7!3m6!1s0x3397b7ceb396495d:0xf8a6ffacdb578dc1!8m2!3d14.6169972!4d121.0397294!16s%2Fg%2F1tpg_80x!19sChIJXUmWs863lzMRwY1X26z_pvg?authuser=0&hl=en&rclk=1","Animal House","1.9","(99)","Veterinary care","·","J28Q+QVX New Manila","Closed","· Opens 8 AM","·","(02) 8726 8112","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Staffs very all friendly as well as the","","","","","","vet","doctor."""
"https://www.google.com/maps/place/Tolentino%27s+Animal+Clinic+and+Grooming+Center/data=!4m7!3m6!1s0x3397b5dd70bb1101:0xab2f2d7b28c7fb45!8m2!3d14.632427!4d120.97861!16s%2Fg%2F11ckqnb770!19sChIJARG7cN21lzMRRfvHKHstL6s?authuser=0&hl=en&rclk=1","Tolentino's Animal Clinic and Grooming Center","4.2","(50)","Animal hospital","·","·","Center, Hermosa Arcade, 3067 Molave St","Closed","·","(02) 8281 4502","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Knowledgeable vets and accommodating staff.""","","https://www.facebook.com/tolentinosanimalclinic","","Directions","· Opens 9 AM","",""
"https://www.google.com/maps/place/Majime+Animal+Diagnostic+Laboratory/data=!4m7!3m6!1s0x3397b6521ee523af:0xfe8659d712df0b4c!8m2!3d14.635929!4d121.028005!16s%2Fg%2F11r97b5bb!19sChIJryPlHlK2lzMRTAvfEtdZhv4?authuser=0&hl=en&rclk=1","Majime Animal Diagnostic Laboratory","","","Medical laboratory","·","86, Unit 26 2nd Floor, Landsdale Tower, Mother Ignacia Ave","","","","(02) 8332 8966","","Directions","","","","","","","","",""
"https://www.google.com/maps/place/Furville+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b7922ca67f5d:0x9f33a5494a5dbc50!8m2!3d14.6166432!4d121.0613366!16s%2Fg%2F11g3_fm0km!19sChIJXX-mLJK3lzMRULxdSkmlM58?authuser=0&hl=en&rclk=1","Furville Veterinary Clinic","4.4","(37)","Veterinarian","·","Main Avenue, corner 15th Ave","Closed","· Opens 9 AM","·","29199070","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""affordable rates with just","","","","","","services","."""
"https://www.google.com/maps/place/Your+Vets+Animal+Clinic/data=!4m7!3m6!1s0x3397b60300001d5d:0x1033cdcbf1ca31b6!8m2!3d14.6088854!4d121.0037053!16s%2Fg%2F11zrrb7vr!19sChIJXR0AAAO2lzMRtjHK8cvNMxA?authuser=0&hl=en&rclk=1","Your Vets Animal Clinic","4.3","(49)","Veterinary care","·","·","Closed","· Opens 10 AM","2009 Gerardo Tuazon St","(02) 8562 6536","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Prices are reasonable and","","","","","·","medical","service is great."""
"https://www.google.com/maps/place/St+Martin+de+Porres+Animal+Clinic/data=!4m7!3m6!1s0x3397b7d8075b1b65:0x10798fda25644729!8m2!3d14.6195031!4d121.0483095!16s%2Fg%2F11w4b9yqpm!19sChIJZRtbB9i3lzMRKUdkJdqPeRA?authuser=0&hl=en&rclk=1","St Martin de Porres Animal Clinic","5.0","(6)","Animal hospital","·","1111 P. A. Bernardo","·","Closed","","0995 586 2335","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""very educational and accommodating staffs.""","","https://www.facebook.com/profile.php?id=61562184351753","","Directions","· Opens 9:30 AM","",""
"https://www.google.com/maps/place/AVH+Satellite+Veterinary+Clinic+-+Zabarte/data=!4m7!3m6!1s0xa50c241d291508b5:0x5b7e155b06edfde5!8m2!3d14.7419403!4d121.0466525!16s%2Fg%2F11xf4wvjml!19sChIJtQgVKR0kDKUR5f3tBlsVfls?authuser=0&hl=en&rclk=1","AVH Satellite Veterinary Clinic - Zabarte","4.7","(26)","Veterinarian","·","1255-C1 Zabarte Rd","·","Closed","","0920 279 3689","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""He is careful and genuinely shows real compassion for our beloved pets.""","","https://www.facebook.com/avhzabarte/","","Directions","· Opens 12 PM","",""
"https://www.google.com/maps/place/Vetopia+Animal+Clinic/data=!4m7!3m6!1s0x3397b8343f27689f:0x5e76d00d7e5884da!8m2!3d14.631151!4d121.0980547!16s%2Fg%2F11bzyxby7d!19sChIJn2gnPzS4lzMR2oRYfg3Qdl4?authuser=0&hl=en&rclk=1","Vetopia Animal Clinic","4.5","(95)","Veterinarian","·","·","238 Shoe Ave","Closed","·","0922 919 7484","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr ruther Ford is a caring and knowledgeable","","http://vetopia.com.ph/","","Directions","· Opens 9 AM","vet","."""
"https://www.google.com/maps/place/VET+to+PETZ+Veterinary+Clinic/data=!4m7!3m6!1s0x3397b78a05f5eaf5:0xb32f5a0155882104!8m2!3d14.6112697!4d121.0096533!16s%2Fg%2F11ty02ppp2!19sChIJ9er1BYq3lzMRBCGIVQFaL7M?authuser=0&hl=en&rclk=1","VET to PETZ Veterinary Clinic","4.4","(17)","Emergency veterinarian service","·","Unang Hakbang","Closed","· Opens 8 AM","·","0960 246 7809","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""thank you","","","","","","vet","to petz"
"https://www.google.com/maps/place/The+Vet+City+Cubao/data=!4m7!3m6!1s0x3397b7ea8efa7baf:0xaf1899da7992e56c!8m2!3d14.6179857!4d121.0573974!16s%2Fg%2F11fx8bw8c_!19sChIJr3v6juq3lzMRbOWSedqZGK8?authuser=0&hl=en&rclk=1","The Vet City Cubao","4.5","(18)","Animal hospital","·","G/F Concession Unit, Prince Gregory Condo., 105 12th Ave., Cubao,","Closed","· Opens 8 AM","·","2836963","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fast and reliable and they give follow ups""","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","",""